G,Temp (F),,,,,,G,Temp (F)
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.003489,59,,,,,,0.003489,59
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.086062,68,,,,,,0.086062,68
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.296565,74,,,,,,0.296565,74
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.508231,75,,,,,,0.508231,75
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.704778,76,,,,,,0.704778,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.871087,76,,,,,,0.871087,76
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
0.987387,77,,,,,,0.987387,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.038559,77,,,,,,1.038559,77
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
1.036233,79,,,,,,1.036233,79
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
0.985061,80,,,,,,0.985061,80
